,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
71738,Spain,"An excellent effort given that 2008 was by no means an excellent vintage. This Tempranillo is loaded with alluring aromas of sous-bois, marzipan, cola, moss and black-fruit aromas. The feel is thorough and pure, with blackberry, black licorice, graphite and chocolate flavors. It's textured and deep, but not overly tannic or hard on the finish. Drink now through 2015.",El Albar Lurton Excelencia,93,55.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,François Lurton 2008 El Albar Lurton Excelencia Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,François Lurton
71742,Austria,"This Riesling is light, delicate and perfumed, revealing the minerality of the vineyard and the wine's aging potential. Keep for 5–10 years. Screwcap.",Zöbinger Heiligenstein Erste Lage,93,,Kamptal,,,Roger Voss,@vossroger,Hirsch 2009 Zöbinger Heiligenstein Erste Lage Riesling (Kamptal),Riesling,Hirsch
71747,US,"Grenache makes up half of this wine, with the rest equal parts Counoise and Cabernet Sauvignon. Herb, cherry, clove and pencil-eraser aromas lead to plump yet delicate red-fruit flavors that linger on the finish. It's a very pretty wine.",La Previa,90,35.0,Washington,Snipes Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Robert Ramsay 2013 La Previa Red (Snipes Mountain),Red Blend,Robert Ramsay
71781,US,"Rich texture combines with subtle flavors in this full-bodied, complex wine. It opens with mineral and white pepper aromas, broadens into Anjou pear, vanilla and toasted almonds flavors, and finishes with creamy concentration.",,90,20.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Chime 2015 Chardonnay (North Coast),Chardonnay,Chime
71785,France,"The Gavoty family has been at this estate since 1806. This is their top rosé, a rich wine that is powered by ripe red-cherry and spice flavors. The wine is food friendly with a mineral texture and dry firm aftertaste. Don't hesitate to drink this wine from late 2017.",Cuvée Clarendon,90,24.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Gavoty 2016 Cuvée Clarendon Rosé (Côtes de Provence),Rosé,Domaine Gavoty
71789,US,"Subtle aromas vie for a place amidst bold swathes of toasted oak and leather in this concentrated, full-bodied wine. Plum and forest floor fill out the midpalate, striking a balance between ripe fruit and savory seasonings.",Patzimaro Vineyard,90,95.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Duckhorn 2013 Patzimaro Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Duckhorn
71799,Argentina,"This opens with mostly toast and barrel char, but airing allows chocolate and spice aromas into play. This Malbec feels tight, stout and chewy, with fresh acidity and firm tannins. Black-fruit flavors are toasty all the way to a peppery spicy finish. Drink through 2021.",Reserva Barrancas Vineyards,90,25.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Pascual Toso 2014 Reserva Barrancas Vineyards Malbec (Mendoza),Malbec,Pascual Toso
71819,New Zealand,"This medium-bodied wine is tightly structured and bracingly acidic, yet doesn't lack for ripeness or fruit. Guava, gooseberry and grapefruit are all present from aromatic start to lengthy, focused finish. It's a crisp, refreshing counterpoint to some of Marlborough's softer styles of Sauvignon Blanc.",,90,20.0,Marlborough,,,Joe Czerwinski,@JoeCz,Mahi 2013 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Mahi
71832,France,"A rich wine, it adds a finely textured dimension to the red fruitiness and fresh acidity. With complex fruits, structure as well as the attractive crispness, it's a dry wine, best drunk with food.",,90,25.0,Provence,Coteaux d'Aix-en-Provence,,Roger Voss,@vossroger,Château de Calavon 2013 Rosé (Coteaux d'Aix-en-Provence),Rosé,Château de Calavon
71839,France,"92–94. Barrel sample. This is a spicy, fruity wine that has excellent acidity and a rounded, fruity character. It has some extraction, giving a bitter edge, while the final effect is a rich, juicy Merlot.",Barrel Sample,93,,Bordeaux,Margaux,,Roger Voss,@vossroger,Marojallia 2012 Barrel Sample  (Margaux),Bordeaux-style Red Blend,Marojallia
71849,France,"90–92. Barrel sample. There's a big amount of acidity that flows from the black-currant flavors on this wine. Brisk fruitiness contrasts with a dry, dense structure, while a richer center is missing.",Barrel Sample,91,,Bordeaux,Margaux,,Roger Voss,@vossroger,Chateau Dauzac 2012 Barrel Sample  (Margaux),Bordeaux-style Red Blend,Chateau Dauzac
71862,France,"89–91. Barrel sample. This is a perfumed wine with new-wood aromas that lend a strongly woody character. The wood buries much of the fruit at the moment, resulting in a hard and dry aftertaste.",Barrel Sample,90,,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Fourcas Hosten 2012 Barrel Sample  (Listrac-Médoc),Bordeaux-style Red Blend,Château Fourcas Hosten
71878,Spain,"This boasts a Christmas spice note on top of an earthy, baked berry aroma. It feels grabby, flat and gummy, with syrupy berry flavors along with a load of odd spices. As a whole, this is strangely oaked and doesn't show Garnacha in its best light.",Fagus Selección Especial,83,21.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Coto de Hayas 2009 Fagus Selección Especial Garnacha (Campo de Borja),Garnacha,Coto de Hayas
71890,Spain,"Aromas of rose hips and raspberry jam are sweet and simple, but friendly in nature. There isn't much texture or layering to this Garnacha, but the fruit is juicy and tastes like raspberry and plum skins. Tight but right, with mild astringency that can be offset by food.",,85,14.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,La Vida 2005 Garnacha (Campo de Borja),Garnacha,La Vida
71894,Italy,"Impronta (a blend of Insolia and Chardonnay from Sicily) offers floral fragrances that recall cut basil, acacia flower and honeysuckle. The wine is easy, crisp and light on the palate, making for a perfect summertime sipper.",Impronta,85,,Sicily & Sardinia,Sicilia,,,,Marabino 2007 Impronta White (Sicilia),White Blend,Marabino
71897,France,"Bright red fruit aromas are followed by flavors of fresh berries and caramel. This is a light, crisp, soft rosé refreshed by intense finishing acidity.",Rosé,85,,Loire Valley,Chinon,,Roger Voss,@vossroger,Domaine du Grand Bouqueteau 2007 Rosé Cabernet Franc (Chinon),Cabernet Franc,Domaine du Grand Bouqueteau
71900,Portugal,"With its green edge, this is not a ripe vintage wine. Certainly, the fruit is dense and sweet, but there is always the feeling of astringency, black currant juiciness that does not suggest aging.",Vintage,85,90.0,Port,,,Roger Voss,@vossroger,Burmester 2005 Vintage  (Port),Port,Burmester
71929,US,"The oak peeks through, set against proportionate strawberry and cherry fruit which has been lightly ripened. It's not a big wine, but it is balanced, and was barrel-aged for 18 months in a percentage of French oak. It should drink well now through 2022.",Woodhall Reserve,89,32.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Spindrift Cellars 2013 Woodhall Reserve Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars
71950,France,The nose seems closed. There is just a hint of earthiness. The slender palate has edges of mocha and smoke that frame its fresh crisp tart red-cherry fruit. The body is light but held within a very fine-boned structure that leads to a dry clean finish.,Saint Gregoire,89,20.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Henri Schoenheitz 2014 Saint Gregoire Pinot Noir (Alsace),Pinot Noir,Henri Schoenheitz
71956,US,"The nose is subdued, with aromas of crisp red plum, herb and bramble; but the palate is lush, with loads of ripe strawberry, peach and cherry flavors. This is dry in style but soft and juicy on the palate.",Rosé,87,14.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Glenora 2011 Rosé Pinot Noir (Finger Lakes),Pinot Noir,Glenora
72000,US,"This wine has a rounded texture, with fresh, clean fruit flavors that recall crisp apple and lemon. It delivers an energized mouthfeel and finish due to good acidity and a rather light body.",Family Reserve,87,8.0,California,California,California Other,Jim Gordon,@gordone_cellars,Oak Grove 2014 Family Reserve Viognier (California),Viognier,Oak Grove
72007,Spain,"Minty, earthy aromas suggest Christmas spice and fruit cake. This is saturated but a bit soupy and drying. Flavors of prune, plum, raisin and spices are a touch stewed, while this finishes ripe but short on freshness.",Crianza,87,20.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Conde Bel 2011 Crianza  (Rioja),Tempranillo,Conde Bel
72008,US,"Friendly and flavorful, this offers bright butter and fruit aromas, opulent pear and baking spice flavors and a lingering, vanilla-like finish. The texture is plush and the balance leans toward ripe and rich.",,87,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Dachshund 2013 Chardonnay (California),Chardonnay,Dachshund
72020,Italy,"This 100% Sangiovese wine opens with fragrant blue flower and underbrush scents. Juicy red cherry fills out the palate, with clove and a ground pepper note. Enjoy soon.",,88,12.0,Tuscany,Chianti Montalbano,,Kerin O’Keefe,@kerinokeefe,Cantagallo 2015  Chianti Montalbano,Sangiovese,Cantagallo
72021,Italy,"Made of 85% Sangiovese, 8% Merlot and 7% Cabernet Sauvignon, this offers black cherry and baking spice scents. Ripe black plum, cedar and leather notes form the palate, with a framework of supple tannins. Enjoy through 2019.",Lionello Marchesi,88,15.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Monastero 2013 Lionello Marchesi  (Chianti Classico),Red Blend,Castello di Monastero
72028,France,"One of the properties owned by Jean-Michel Lapalu, the wine comes from the far north of the Haut-Médoc appellation. It is tight with firm tannins and a dry core that will need time to soften. The fruit is going to become more generous as the wine fills out. Drink from 2020.",,88,20.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Lieujean 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Lieujean
72031,France,"The vineyards of this estate are on a ridge overlooking the Garonne river. The wine is packed with black fruits and rich tannins. Still with its dry tannins, it has a ripe future of fruit and tense acidity. Produced by a group of 12 investors, six from Bordeaux and six from Burgundy, it is a serious wine, ready to drink from 2019.",,88,28.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château Réaut 2012  Côtes de Bordeaux,Bordeaux-style Red Blend,Château Réaut
72054,Spain,"Waxy, cheesy, resiny aromas rest heavily atop baked apple and vanilla scents. This is round and easy, maybe even soft, with flavors of toasty oak, vanilla extract, mixed nuts and wood grain. As a whole, the wine is very much oak-driven.",Lanius,87,35.0,Catalonia,Alella,,Michael Schachner,@wineschach,Alta Alella 2013 Lanius White (Alella),White Blend,Alta Alella
72062,Portugal,"Chocapalha's everyday red is soft, fruity and already delicious to drink. It has some richness and weight from the red fruits, but the acidity and the smooth texture make it so approachable.",Mar de Lisboa,87,12.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Chocapalha 2012 Mar de Lisboa Red (Lisboa),Portuguese Red,Quinta de Chocapalha
72092,US,"Candied blackberry aromas meld with tar, rosemary and fennel in this balanced and expertly ripe wine from one of the pioneering families in Temecula. It's dense on the palate, with charred black fruit, dried herb and wild desert-shrub flavors, its alcohol content deftly tucked away.",Volcanic Ridge Vineyard Limited Release Reserve,91,60.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Hart 2014 Volcanic Ridge Vineyard Limited Release Reserve Syrah (Temecula Valley),Syrah,Hart
72096,France,"A fruity wine, refreshing and crisp with just the right balance between acidity and citrus flavors and a youthful mineral texture. The wine is certainly crisp, although it is the fruitiness and the tangy character that comes through most strongly. Drink now.",Alexandrine Brut Blanc de Blancs,91,42.0,Champagne,Champagne,,Roger Voss,@vossroger,Marie Copinet NV Alexandrine Brut Blanc de Blancs Chardonnay (Champagne),Chardonnay,Marie Copinet
72098,Italy,"Yeasty aromas of bread dough, toasted hazelnut, pressed wild flower and an earthy whiff of brimstone follow over to the crisp palate along with citrus and yellow apple. Made with grapes cultivated according to biodynamic farming practices and fermented with wild yeasts, it's a fascinating expression of Prosecco.",Casa Belfi Col Fondo,91,20.0,Veneto,Prosecco,,Kerin O’Keefe,@kerinokeefe,Albino Armani NV Casa Belfi Col Fondo  (Prosecco),Glera,Albino Armani
72112,US,"This wine has the kind of beefy, muscular character that one expects in a Cab, with its earthy berry and leathery spice nose, and a layering of tobacco smoke, black pepper and rich berry on the palate. Decent tannins and minerality add to the weight. A good wine with ageable appeal.",Barrel Select,86,35.0,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Damiani 2006 Barrel Select Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,Damiani
72140,US,"Pale copper colored, this wine is more focused on mineral than fruit expression, with aromas of wet stone out in front of citrus rind. The medium-bodied flavors dance lightly on the palate but still show concentration, texture and balance.",Edith Grenache Armada Vineyard,90,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cayuse 2013 Edith Grenache Armada Vineyard Rosé (Walla Walla Valley (WA)),Rosé,Cayuse
72144,France,"This is a Pinot Noir-dominated wine, with intense acidity as well as attractive, rich white fruits. There is a touch of maturity, of ripeness that gives the wine a full-bodied character. Add in some toastiness and this is a well-integrated wine that's ready to drink.",Cordon Royal Brut,90,37.0,Champagne,Champagne,,Roger Voss,@vossroger,Jean Josselin NV Cordon Royal Brut Pinot Noir (Champagne),Pinot Noir,Jean Josselin
